tenure,InternetService,TechSupport,Contract,PaymentMethod,MonthlyCharges,TotalCharges,AverageCharges,Churn
23,DSL,No,Month-to-month,Bank transfer (automatic),59.95,1406.0,61.13,0
1,No,No internet service,Month-to-month,Mailed check,19.15,19.15,19.15,0
71,Fiber optic,No,One year,Credit card (automatic),98.65,6962.85,98.07,0
72,Fiber optic,Yes,Two year,Credit card (automatic),112.6,8126.65,112.87,0
33,No,No internet service,One year,Mailed check,20.6,690.25,20.92,0
2,Fiber optic,No,Month-to-month,Electronic check,85.65,181.5,90.75,1
24,DSL,Yes,Two year,Mailed check,35.75,830.8,34.62,0
56,Fiber optic,Yes,One year,Credit card (automatic),99.75,5608.4,100.15,0
37,Fiber optic,No,Month-to-month,Credit card (automatic),96.1,3646.8,98.56,0
43,DSL,Yes,One year,Credit card (automatic),85.1,3662.25,85.17,0
1,DSL,No,Month-to-month,Mailed check,25.35,25.35,25.35,0
25,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),104.95,2566.5,102.66,1
61,DSL,Yes,Two year,Electronic check,89.65,5308.7,87.03,0
17,Fiber optic,Yes,One year,Electronic check,86.75,1410.25,82.96,0
41,Fiber optic,Yes,One year,Bank transfer (automatic),86.2,3339.05,81.44,0
1,DSL,No,Month-to-month,Mailed check,50.65,50.65,50.65,1
72,DSL,Yes,Two year,Bank transfer (automatic),64.8,4732.35,65.73,0
1,Fiber optic,No,Month-to-month,Credit card (automatic),90.85,90.85,90.85,1
48,Fiber optic,No,Two year,Bank transfer (automatic),108.1,5067.45,105.57,0
11,No,No internet service,Month-to-month,Mailed check,19.95,214.75,19.52,1
55,Fiber optic,No,Month-to-month,Electronic check,85.45,4874.7,88.63,1
42,DSL,Yes,One year,Electronic check,54.75,2348.45,55.92,0
44,Fiber optic,No,Month-to-month,Mailed check,90.4,4063.0,92.34,0
1,DSL,No,Month-to-month,Electronic check,44.0,44.0,44.0,0
27,Fiber optic,No,Month-to-month,Bank transfer (automatic),95.6,2595.25,96.12,0
27,DSL,Yes,Month-to-month,Bank transfer (automatic),84.8,2309.55,85.54,0
2,DSL,No,Month-to-month,Electronic check,44.3,89.3,44.65,0
19,No,No internet service,Month-to-month,Mailed check,19.9,367.55,19.34,0
42,Fiber optic,No,Month-to-month,Electronic check,95.05,3944.5,93.92,0
66,DSL,Yes,Two year,Credit card (automatic),90.05,5965.95,90.39,0
33,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),109.9,3694.7,111.96,0
34,Fiber optic,No,Month-to-month,Credit card (automatic),73.95,2524.45,74.25,1
33,DSL,Yes,Month-to-month,Electronic check,54.6,1803.7,54.66,0
23,No,No internet service,One year,Mailed check,20.05,415.1,18.05,0
32,No,No internet service,One year,Bank transfer (automatic),19.75,624.15,19.5,0
11,No,No internet service,One year,Credit card (automatic),20.05,237.7,21.61,0
69,Fiber optic,No,Month-to-month,Credit card (automatic),99.45,7007.6,101.56,1
68,DSL,Yes,One year,Bank transfer (automatic),55.9,3848.8,56.6,0
20,No,No internet service,Two year,Mailed check,19.7,419.4,20.97,0
72,No,No internet service,Two year,Credit card (automatic),19.8,1468.75,20.4,0
60,Fiber optic,No,One year,Bank transfer (automatic),95.4,5812.0,96.87,0
32,Fiber optic,No,Month-to-month,Mailed check,93.95,2861.45,89.42,0
1,No,No internet service,Month-to-month,Mailed check,19.9,19.9,19.9,1
1,No,No internet service,Month-to-month,Mailed check,19.6,19.6,19.6,1
3,Fiber optic,No,Month-to-month,Electronic check,81.35,233.7,77.9,1
46,No,No internet service,One year,Bank transfer (automatic),24.45,1066.15,23.18,0
29,Fiber optic,No,Month-to-month,Electronic check,74.95,2149.05,74.11,0
51,Fiber optic,Yes,Month-to-month,Electronic check,87.35,4473.0,87.71,0
48,Fiber optic,No,Month-to-month,Bank transfer (automatic),70.65,3545.05,73.86,0
16,Fiber optic,No,Month-to-month,Bank transfer (automatic),73.25,1195.75,74.73,0
70,Fiber optic,Yes,Two year,Bank transfer (automatic),98.7,6858.9,97.98,0
40,No,No internet service,Two year,Mailed check,24.8,1024.7,25.62,0
22,Fiber optic,No,Month-to-month,Electronic check,83.3,1845.9,83.9,1
1,Fiber optic,No,Month-to-month,Bank transfer (automatic),75.3,75.3,75.3,1
5,No,No internet service,Month-to-month,Mailed check,24.3,132.25,26.45,0
7,Fiber optic,No,Month-to-month,Bank transfer (automatic),69.85,515.45,73.64,0
29,Fiber optic,Yes,One year,Credit card (automatic),100.55,2830.45,97.6,0
44,No,No internet service,One year,Mailed check,25.7,1110.5,25.24,0
10,DSL,No,Month-to-month,Bank transfer (automatic),40.7,449.3,44.93,0
55,DSL,No,Month-to-month,Bank transfer (automatic),51.65,2838.55,51.61,0
52,Fiber optic,No,One year,Bank transfer (automatic),105.1,5376.4,103.39,0
10,Fiber optic,No,Month-to-month,Electronic check,85.95,858.6,85.86,0
18,Fiber optic,No,Month-to-month,Bank transfer (automatic),75.6,1395.05,77.5,0
68,DSL,Yes,One year,Bank transfer (automatic),58.25,3975.7,58.47,0
61,No,No internet service,Month-to-month,Mailed check,19.4,1182.55,19.39,1
72,DSL,Yes,Two year,Credit card (automatic),65.2,4784.45,66.45,0
2,DSL,No,Month-to-month,Electronic check,53.45,119.5,59.75,0
12,DSL,No,Month-to-month,Bank transfer (automatic),45.4,518.9,43.24,1
41,No,No internet service,Two year,Electronic check,19.75,899.45,21.94,0
26,DSL,Yes,Month-to-month,Credit card (automatic),44.45,1183.8,45.53,0
36,No,No internet service,One year,Bank transfer (automatic),20.85,720.05,20.0,0
72,Fiber optic,Yes,Two year,Credit card (automatic),114.05,8468.2,117.61,0
35,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),89.85,3161.2,90.32,0
1,DSL,Yes,Month-to-month,Mailed check,55.05,55.05,55.05,0
16,Fiber optic,Yes,Month-to-month,Electronic check,112.95,1882.55,117.66,0
49,Fiber optic,No,Month-to-month,Credit card (automatic),101.55,5070.4,103.48,0
54,Fiber optic,Yes,One year,Mailed check,114.65,6049.5,112.03,0
18,DSL,No,Month-to-month,Electronic check,64.8,1166.7,64.82,0
36,Fiber optic,No,Month-to-month,Electronic check,80.4,2937.65,81.6,0
60,Fiber optic,No,Month-to-month,Electronic check,105.9,6396.45,106.61,1
1,Fiber optic,No,Month-to-month,Mailed check,69.55,69.55,69.55,1
52,No,No internet service,Two year,Bank transfer (automatic),25.05,1270.25,24.43,0
8,Fiber optic,No,Month-to-month,Electronic check,94.75,759.55,94.94,0
72,Fiber optic,Yes,Two year,Bank transfer (automatic),105.5,7611.55,105.72,0
64,No,No internet service,One year,Mailed check,24.7,1642.75,25.67,0
22,DSL,Yes,Month-to-month,Mailed check,69.75,1545.4,70.25,0
60,DSL,Yes,Month-to-month,Bank transfer (automatic),60.2,3582.4,59.71,0
28,Fiber optic,No,Month-to-month,Electronic check,81.05,2227.1,79.54,1
61,No,No internet service,Two year,Mailed check,24.4,1417.9,23.24,0
24,Fiber optic,No,Month-to-month,Electronic check,104.15,2494.65,103.94,0
28,Fiber optic,Yes,One year,Bank transfer (automatic),92.9,2768.35,98.87,0
30,DSL,Yes,Two year,Bank transfer (automatic),80.8,2369.3,78.98,0
2,No,No internet service,Month-to-month,Mailed check,20.0,38.0,19.0,0
1,Fiber optic,No,Month-to-month,Electronic check,75.1,75.1,75.1,0
6,No,No internet service,Month-to-month,Mailed check,19.65,100.9,16.82,0
24,DSL,No,Month-to-month,Bank transfer (automatic),69.45,1614.05,67.25,0
4,Fiber optic,No,Month-to-month,Electronic check,101.15,385.9,96.48,1
7,Fiber optic,No,Month-to-month,Electronic check,99.8,673.25,96.18,1
72,Fiber optic,Yes,Two year,Bank transfer (automatic),116.05,8404.9,116.73,0
70,DSL,Yes,Two year,Mailed check,40.05,2799.75,40.0,0
64,Fiber optic,Yes,Two year,Electronic check,102.1,6538.45,102.16,0
72,Fiber optic,No,One year,Electronic check,89.7,6588.95,91.51,0
44,No,No internet service,Two year,Mailed check,19.9,868.1,19.73,0
13,DSL,No,Month-to-month,Electronic check,55.95,734.35,56.49,1
17,No,No internet service,One year,Mailed check,20.65,330.6,19.45,0
1,DSL,No,Month-to-month,Electronic check,55.0,55.0,55.0,1
9,DSL,No,Month-to-month,Mailed check,70.05,564.4,62.71,0
24,DSL,Yes,Month-to-month,Mailed check,53.6,1315.35,54.81,0
1,Fiber optic,No,Month-to-month,Electronic check,74.7,74.7,74.7,1
24,Fiber optic,No,Month-to-month,Electronic check,80.25,1861.5,77.56,1
35,DSL,Yes,Month-to-month,Electronic check,76.05,2747.2,78.49,0
7,DSL,Yes,Month-to-month,Electronic check,75.7,554.05,79.15,0
5,Fiber optic,Yes,Month-to-month,Electronic check,96.1,453.4,90.68,1
15,Fiber optic,No,Month-to-month,Bank transfer (automatic),69.0,994.8,66.32,1
11,No,No internet service,Two year,Mailed check,19.65,225.75,20.52,0
48,DSL,No,Month-to-month,Bank transfer (automatic),45.3,2145.0,44.69,1
20,Fiber optic,No,Month-to-month,Electronic check,81.45,1671.6,83.58,0
72,Fiber optic,Yes,One year,Bank transfer (automatic),108.5,8003.8,111.16,0
8,Fiber optic,No,Month-to-month,Electronic check,83.55,680.05,85.01,1
72,Fiber optic,No,Two year,Credit card (automatic),84.5,6130.85,85.15,0
15,Fiber optic,No,Month-to-month,Electronic check,100.15,1415.0,94.33,0
72,DSL,Yes,Two year,Bank transfer (automatic),88.6,6201.95,86.14,0
0,DSL,Yes,Two year,Bank transfer (automatic),52.55,2283.3004408418656,inf,0
1,Fiber optic,No,Month-to-month,Electronic check,74.35,74.35,74.35,1
63,Fiber optic,No,Two year,Bank transfer (automatic),104.8,6597.25,104.72,0
2,DSL,No,Month-to-month,Electronic check,59.0,114.15,57.08,0
2,Fiber optic,No,Month-to-month,Electronic check,74.4,139.4,69.7,1
61,DSL,No,One year,Bank transfer (automatic),64.05,3902.6,63.98,0
1,No,No internet service,Month-to-month,Mailed check,20.4,20.4,20.4,0
22,DSL,No,One year,Bank transfer (automatic),43.75,903.6,41.07,1
28,DSL,Yes,Month-to-month,Mailed check,60.9,1785.65,63.77,0
70,No,No internet service,Two year,Bank transfer (automatic),19.8,1397.65,19.97,0
5,DSL,No,Month-to-month,Electronic check,28.45,131.05,26.21,1
12,Fiber optic,No,Month-to-month,Bank transfer (automatic),99.7,1238.45,103.2,1
34,Fiber optic,Yes,One year,Credit card (automatic),116.25,3899.05,114.68,0
71,Fiber optic,No,Two year,Credit card (automatic),80.7,5676.0,79.94,0
70,DSL,No,One year,Bank transfer (automatic),65.2,4543.15,64.9,0
52,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),84.05,4326.8,83.21,0
69,DSL,Yes,Two year,Credit card (automatic),79.45,5502.55,79.75,0
20,Fiber optic,No,Month-to-month,Electronic check,94.1,1782.4,89.12,1
11,Fiber optic,No,Month-to-month,Mailed check,78.0,851.8,77.44,0
2,Fiber optic,Yes,Month-to-month,Electronic check,94.2,167.5,83.75,1
6,Fiber optic,Yes,Month-to-month,Electronic check,80.5,502.85,83.81,1
1,No,No internet service,Month-to-month,Mailed check,19.85,19.85,19.85,0
20,Fiber optic,Yes,One year,Credit card (automatic),94.3,1818.3,90.92,0
61,Fiber optic,No,Month-to-month,Electronic check,106.45,6300.15,103.28,0
5,Fiber optic,No,Month-to-month,Electronic check,74.35,334.8,66.96,1
56,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),105.45,5916.95,105.66,0
30,Fiber optic,Yes,Month-to-month,Credit card (automatic),95.0,2852.4,95.08,0
40,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),104.8,4131.95,103.3,1
28,DSL,Yes,One year,Mailed check,54.3,1546.3,55.22,0
5,Fiber optic,No,Month-to-month,Electronic check,70.05,302.6,60.52,0
27,Fiber optic,No,Month-to-month,Bank transfer (automatic),75.2,1929.35,71.46,1
12,No,No internet service,Month-to-month,Credit card (automatic),20.05,265.45,22.12,0
67,Fiber optic,No,One year,Electronic check,105.4,6989.45,104.32,0
29,DSL,No,Month-to-month,Electronic check,51.6,1442.0,49.72,0
55,Fiber optic,No,Month-to-month,Bank transfer (automatic),85.5,4713.4,85.7,0
23,Fiber optic,No,Month-to-month,Bank transfer (automatic),75.6,1758.6,76.46,1
34,Fiber optic,No,Month-to-month,Electronic check,100.05,3480.0,102.35,1
52,Fiber optic,No,One year,Electronic check,91.25,4738.3,91.12,0
72,Fiber optic,Yes,Two year,Credit card (automatic),115.75,8399.15,116.65,0
58,Fiber optic,Yes,One year,Credit card (automatic),94.7,5430.35,93.63,0
35,No,No internet service,Two year,Mailed check,19.6,686.95,19.63,0
56,Fiber optic,Yes,Two year,Bank transfer (automatic),99.9,5706.3,101.9,0
24,No,No internet service,Two year,Credit card (automatic),21.1,490.65,20.44,0
70,No,No internet service,Two year,Credit card (automatic),20.05,1360.25,19.43,0
2,Fiber optic,No,Month-to-month,Electronic check,79.95,174.45,87.22,0
68,Fiber optic,Yes,One year,Credit card (automatic),107.15,7379.8,108.53,0
1,Fiber optic,No,Month-to-month,Electronic check,85.0,85.0,85.0,1
12,Fiber optic,No,Month-to-month,Electronic check,89.55,1021.75,85.15,0
63,Fiber optic,No,Month-to-month,Bank transfer (automatic),81.55,5029.05,79.83,0
33,DSL,No,One year,Mailed check,58.45,1955.4,59.25,0
69,Fiber optic,No,One year,Credit card (automatic),95.65,6744.2,97.74,0
60,DSL,Yes,Two year,Bank transfer (automatic),80.6,4946.7,82.44,0
72,Fiber optic,Yes,Two year,Bank transfer (automatic),113.1,8248.5,114.56,0
11,DSL,No,Month-to-month,Mailed check,58.95,601.6,54.69,0
1,No,No internet service,Month-to-month,Mailed check,19.55,19.55,19.55,0
10,Fiber optic,No,Month-to-month,Bank transfer (automatic),86.05,834.1,83.41,1
13,DSL,Yes,Month-to-month,Credit card (automatic),45.55,597.0,45.92,1
34,Fiber optic,No,One year,Bank transfer (automatic),78.95,2647.2,77.86,0
39,Fiber optic,No,Month-to-month,Mailed check,86.3,3266.0,83.74,1
65,Fiber optic,Yes,One year,Bank transfer (automatic),105.05,6744.25,103.76,0
50,Fiber optic,No,One year,Bank transfer (automatic),101.9,5265.5,105.31,0
15,No,No internet service,Month-to-month,Mailed check,19.75,311.6,20.77,0
72,Fiber optic,No,Two year,Bank transfer (automatic),110.3,7966.9,110.65,0
72,Fiber optic,Yes,Two year,Bank transfer (automatic),115.6,8220.4,114.17,0
55,No,No internet service,Two year,Bank transfer (automatic),19.35,1153.25,20.97,0
23,No,No internet service,Two year,Credit card (automatic),25.6,514.75,22.38,0
32,Fiber optic,No,Month-to-month,Bank transfer (automatic),80.35,2596.15,81.13,1
56,DSL,No,One year,Bank transfer (automatic),68.75,3808.0,68.0,0
1,No,No internet service,Month-to-month,Bank transfer (automatic),19.9,19.9,19.9,0
38,DSL,Yes,One year,Mailed check,70.6,2708.2,71.27,0
11,Fiber optic,No,Month-to-month,Electronic check,70.2,760.05,69.1,0
1,DSL,Yes,Month-to-month,Electronic check,49.3,49.3,49.3,0
56,Fiber optic,Yes,One year,Electronic check,107.25,6033.3,107.74,0
3,No,No internet service,Month-to-month,Mailed check,23.6,89.05,29.68,0
7,DSL,No,Month-to-month,Credit card (automatic),69.7,516.15,73.74,0
59,Fiber optic,No,Two year,Credit card (automatic),99.5,5861.75,99.35,0
7,DSL,Yes,Month-to-month,Bank transfer (automatic),64.3,445.95,63.71,0
71,DSL,Yes,Two year,Credit card (automatic),70.85,4973.4,70.05,0
15,Fiber optic,Yes,One year,Electronic check,101.9,1667.25,111.15,0
71,DSL,Yes,Two year,Credit card (automatic),73.5,5357.75,75.46,0
35,Fiber optic,No,Month-to-month,Electronic check,100.25,3527.6,100.79,1
11,DSL,Yes,One year,Credit card (automatic),40.4,422.6,38.42,0
60,No,No internet service,Two year,Credit card (automatic),19.25,1103.25,18.39,0
47,DSL,Yes,Two year,Bank transfer (automatic),59.6,2754.0,58.6,0
11,DSL,Yes,One year,Credit card (automatic),64.9,697.25,63.39,0
56,Fiber optic,No,One year,Credit card (automatic),100.3,5614.45,100.26,1
28,Fiber optic,Yes,Month-to-month,Electronic check,110.85,3204.4,114.44,0
61,DSL,Yes,Two year,Mailed check,81.05,4747.65,77.83,0
31,Fiber optic,No,One year,Bank transfer (automatic),98.05,3082.1,99.42,0
9,Fiber optic,No,Month-to-month,Electronic check,70.5,597.9,66.43,0
35,Fiber optic,No,Month-to-month,Electronic check,94.55,3365.4,96.15,0
2,No,No internet service,Month-to-month,Mailed check,19.65,38.8,19.4,0
12,No,No internet service,Month-to-month,Mailed check,19.0,233.55,19.46,1
1,Fiber optic,No,Month-to-month,Mailed check,75.3,75.3,75.3,1
4,Fiber optic,No,Month-to-month,Electronic check,89.2,346.2,86.55,1
1,No,No internet service,Month-to-month,Mailed check,19.0,19.0,19.0,0
3,No,No internet service,Month-to-month,Mailed check,20.0,61.7,20.57,0
1,Fiber optic,No,Month-to-month,Electronic check,85.7,85.7,85.7,1
52,DSL,No,Two year,Credit card (automatic),63.25,3342.45,64.28,0
5,No,No internet service,One year,Mailed check,20.1,85.1,17.02,0
72,Fiber optic,No,Two year,Electronic check,99.15,7422.1,103.08,0
71,DSL,Yes,Two year,Electronic check,90.4,6668.05,93.92,0
72,Fiber optic,Yes,Two year,Credit card (automatic),111.9,8071.05,112.1,0
46,No,No internet service,One year,Electronic check,24.9,1174.8,25.54,0
63,DSL,No,Two year,Credit card (automatic),83.5,5435.0,86.27,0
30,Fiber optic,No,Month-to-month,Credit card (automatic),84.3,2438.6,81.29,0
1,DSL,No,Month-to-month,Mailed check,45.6,45.6,45.6,0
12,DSL,Yes,Month-to-month,Mailed check,61.65,713.75,59.48,1
16,DSL,Yes,Two year,Mailed check,54.85,916.15,57.26,0
4,DSL,Yes,Month-to-month,Mailed check,65.55,237.2,59.3,0
51,Fiber optic,No,One year,Credit card (automatic),90.35,4614.55,90.48,0
65,No,No internet service,Two year,Credit card (automatic),20.4,1414.45,21.76,0
16,Fiber optic,Yes,Month-to-month,Credit card (automatic),74.55,1170.5,73.16,0
2,No,No internet service,One year,Mailed check,19.95,47.7,23.85,0
66,Fiber optic,No,One year,Bank transfer (automatic),74.25,4859.25,73.62,0
46,Fiber optic,Yes,Two year,Electronic check,108.65,4903.2,106.59,0
32,Fiber optic,Yes,One year,Bank transfer (automatic),109.55,3608.0,112.75,0
72,DSL,Yes,Two year,Credit card (automatic),86.65,6094.25,84.64,0
38,DSL,Yes,Two year,Credit card (automatic),81.0,3084.9,81.18,0
51,DSL,Yes,One year,Credit card (automatic),47.85,2356.75,46.21,0
72,Fiber optic,Yes,Two year,Bank transfer (automatic),114.55,8306.05,115.36,0
65,Fiber optic,No,Month-to-month,Bank transfer (automatic),105.25,6786.4,104.41,1
9,DSL,No,Month-to-month,Electronic check,29.95,248.95,27.66,1
9,DSL,Yes,Month-to-month,Mailed check,65.0,663.05,73.67,1
66,No,No internet service,Two year,Mailed check,20.55,1357.1,20.56,0
44,Fiber optic,No,One year,Credit card (automatic),109.8,4860.35,110.46,0
50,DSL,Yes,Two year,Bank transfer (automatic),69.5,3418.2,68.36,0
15,DSL,No,Month-to-month,Mailed check,48.85,631.4,42.09,0
8,DSL,No,Month-to-month,Credit card (automatic),25.25,186.3,23.29,0
66,Fiber optic,Yes,One year,Credit card (automatic),102.85,6976.75,105.71,0
57,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),87.55,4884.85,85.7,0
7,Fiber optic,No,Month-to-month,Bank transfer (automatic),78.55,522.95,74.71,0
10,DSL,No,Month-to-month,Bank transfer (automatic),34.55,362.6,36.26,0
62,Fiber optic,No,One year,Electronic check,92.05,5755.8,92.84,0
40,Fiber optic,No,One year,Electronic check,85.05,3355.65,83.89,0
20,No,No internet service,Two year,Mailed check,19.7,406.95,20.35,0
7,No,No internet service,Month-to-month,Bank transfer (automatic),20.0,137.6,19.66,1
25,Fiber optic,Yes,Month-to-month,Electronic check,95.15,2395.7,95.83,0
23,Fiber optic,No,Month-to-month,Electronic check,84.25,1968.1,85.57,0
66,Fiber optic,No,One year,Credit card (automatic),104.6,6819.45,103.32,0
72,Fiber optic,Yes,Two year,Electronic check,111.65,7943.45,110.33,0
49,Fiber optic,No,Month-to-month,Credit card (automatic),90.05,4547.25,92.8,1
43,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),110.75,4687.9,109.02,1
46,DSL,No,Month-to-month,Bank transfer (automatic),55.0,2473.95,53.78,0
72,DSL,Yes,Two year,Credit card (automatic),89.85,6562.9,91.15,0
10,No,No internet service,One year,Mailed check,20.35,176.3,17.63,0
40,DSL,Yes,One year,Bank transfer (automatic),54.55,2236.2,55.9,0
65,Fiber optic,No,Month-to-month,Electronic check,105.5,6985.65,107.47,1
31,Fiber optic,Yes,Two year,Bank transfer (automatic),99.45,3109.9,100.32,0
68,DSL,Yes,Two year,Credit card (automatic),70.9,4911.35,72.23,0
56,Fiber optic,No,One year,Bank transfer (automatic),104.55,5794.65,103.48,1
10,Fiber optic,No,Month-to-month,Electronic check,85.25,855.3,85.53,1
68,No,No internet service,Two year,Bank transfer (automatic),25.4,1620.2,23.83,0
43,DSL,No,Month-to-month,Electronic check,56.15,2499.3,58.12,1
1,Fiber optic,No,Month-to-month,Electronic check,89.55,89.55,89.55,1
49,Fiber optic,No,One year,Bank transfer (automatic),89.85,4287.2,87.49,0
15,No,No internet service,Month-to-month,Electronic check,25.25,394.85,26.32,0
